;Título;Subtítulo;Link
782;Amazon suspende Prime Video e entregas de pedidos na Rússia;Empresa anunciou uma nova rodada de sanções aos russos que também afetam os consumidores baseados em Belarus na terça-feira (8).;https://g1.globo.com/tecnologia/noticia/2022/03/09/amazon-suspende-prime-video-e-entregas-de-pedidos-na-russia.ghtml
783;Facebook lança ferramenta para coibir desinformação em seus grupos;Recurso usa inteligência artificial para identificar automaticamente postagens consideradas falsas por verificadores parceiros da rede social.;https://g1.globo.com/tecnologia/noticia/2022/03/09/facebook-lanca-ferramenta-para-coibir-desinformacao-em-seus-grupos.ghtml
784;Veja dicas para não cair em golpes nas redes sociais;Saiba como se proteger de uma modalidade de crime digital que está crescendo e chamando a atenção nos últimos meses: a invasão de redes sociais. Depois que os perfis são hackeados, os criminosos passam a fazer anúncios e enganar os seguidores.;https://g1.globo.com/economia/tecnologia/noticia/2022/03/09/veja-como-nao-cair-em-golpes-digitais-nas-redes-sociais.ghtml
785;"Golpes em redes sociais crescem no Brasil; veja como não cair";Depois que os perfis são hackeados, os criminosos passam a fazer anúncios e enganar seguidores. Modalidade se destaca entre as tentativas de fraudes que somaram mais de 4 milhões de casos no país em 2021, segundo dados da Serasa Experian - alta de 16,8%.;https://g1.globo.com/economia/tecnologia/noticia/2022/03/09/golpes-em-redes-sociais-crescem-no-brasil-veja-como-nao-cair.ghtml
786;Instagram remove Boomerang e Hyperlapse das lojas de aplicativos;"Programas que editam vídeos no celular foram aposentados; empresa vai apostar em nova estratégia e focar os esforços no aplicativo principal da rede social.";https://g1.globo.com/tecnologia/noticia/2022/03/09/instagram-remove-boomerang-e-hyperlapse-das-lojas-de-aplicativos.ghtml
787;Ligações de telemarketing começam a usar o número 0303 a partir de quinta-feira (10);Regra é válida para chamadas feitas a partir de números celulares. Para chamadas de telefone fixo, mudança é obrigatória a partir de junho. ;https://g1.globo.com/economia/noticia/2022/03/09/ligacoes-de-telemarketing-terao-que-comecar-com-o-numero-0303-a-partir-desta-quinta-feira.ghtml
788;TSE cobra Telegram sobre acordo de combate às fake news nas eleições deste ano;"Em fevereiro, tribunal fechou parceria com oito de dez plataformas digitais acionadas; Telegram foi único a não responder. Acordo prevê identificação e remoção de conteúdo que viole regras.";https://g1.globo.com/politica/eleicoes/2022/noticia/2022/03/09/tse-reitera-convite-ao-telegram-para-acordo-de-combate-as-fake-news-nas-eleicoes.ghtml
789;'Eu sempre era a única': mulheres ainda lutam por espaço no setor de tecnologia ;Apesar de serem a maior parte da população, quando se trata do setor, elas representam apenas 30% da força de trabalho. Mulheres negras têm menos oportunidades.;https://g1.globo.com/tecnologia/noticia/2022/03/09/eu-sempre-era-a-unica-mulheres-ainda-lutam-por-espaco-no-setor-de-tecnologia.ghtml
790;Saiba como liberar espaço na sua conta do Google;"Ficar sem armazenamento na nuvem pode impedir o usuário de receber e-mails ou de salvar fotos; o espaço disponível para contas gratuitas é de 15GB.";https://g1.globo.com/tecnologia/noticia/2022/03/09/saiba-como-liberar-espaco-na-sua-conta-do-google.ghtml
791;Hackers de Rússia e Belarus atacam Ucrânia com phishing, diz Google;As mensagens de phishing visam roubar informações de login da conta dos usuários, para que os hackers possam violar os computadores e as contas online de um alvo.;https://g1.globo.com/tecnologia/noticia/2022/03/08/hackers-de-russia-e-belarus-atacam-ucrania-com-phishing-diz-google.ghtml
792;Novos computadores da Apple podem custar até R$ 95 mil no Brasil;Focados no uso profissional, os novos aparelhos da linha Mac Studio foram apresentados pela marca americana nesta terça-feira (8).;https://g1.globo.com/tecnologia/noticia/2022/03/08/novos-computadores-da-apple-podem-custar-ate-r-95-mil-no-brasil.ghtml
793;Spotify, Wikipédia e Discord apresentam instabilidade nesta terça;Três empresas de servidores na internet tiveram pico de reclamações ao mesmo em que sites e aplicativos começaram a apresentar falhas. Não há confirmação de que os problemas estejam relacionados. Aplicativo de streaming volto a funcionar pouco mais de 1 hora depois.;https://g1.globo.com/tecnologia/noticia/2022/03/08/usuarios-relatam-instabilidade-do-spotify.ghtml
794;Novo iPhone SE, modelo mais 'barato' da linha, chega ao Brasil por R$ 4.199;Além da atualização do seu celular, a Apple também apresentou um novos modelos de tablet, monitor e computadores que podem custar até R$ 95 mil.;https://g1.globo.com/tecnologia/noticia/2022/03/08/apple-revela-novo-iphone-se.ghtml
795;Twitter apresenta instabilidade nesta terça;Rede social mostrou mensagem de erro ao tentar carregar tuítes a partir de 12h20 (horário de Brasília), mas reclamações sobre falhas na plataforma caíram por volta das 13h. ;https://g1.globo.com/tecnologia/noticia/2022/03/08/twitter-apresenta-instabilidade-nesta-terca.ghtml
796;Dados de cerca de 300 mil usuários do Mercado Livre vazam;Companhia afirmou que não encontrou evidência de comprometimento dos dados de usuários e do sistema.;https://g1.globo.com/tecnologia/noticia/2022/03/08/dados-de-cerca-de-300-mil-usuarios-do-mercado-livre-vazam.ghtml
797;O que é o WhatsApp Beta e como instalar no Android e no iPhone;Versão costuma liberar novos recursos antes que eles fiquem disponíveis para todos os usuários. Aplicativo oferece número limitado de vagas para programa de testes.;https://g1.globo.com/tecnologia/noticia/2022/03/08/o-que-e-o-whatsapp-beta-e-como-instalar-no-android-e-no-iphone.ghtml
798;WhatsApp testa recurso de enquetes em grupos, diz site;Segundo WABetaInfo, site que monitora atualizações do aplicativo, usuários devem poder criar perguntas  para serem votadas por participantes de grupos. ;https://g1.globo.com/tecnologia/noticia/2022/03/07/whatsapp-testa-recurso-de-enquetes-em-grupos-diz-site.ghtml
799;Uber Eats deixa de funcionar no Brasil a partir desta terça;"Serviço de delivery será desativado a partir de 23h59 desta segunda (7); empresa vai focar seus esforços na entrega de itens de supermercado e pacotes.";https://g1.globo.com/tecnologia/noticia/2022/03/07/uber-eats-deixa-de-funcionar-no-brasil-a-partir-desta-terca.ghtml
800;"Samsung é vítima de ciberataque; hackers acessam código-fonte dos aparelhos Galaxy";Fabricante de eletrônicos informa que os dados dos consumidores ou funcionários não foram acessados durante o incidente.;https://g1.globo.com/tecnologia/noticia/2022/03/07/samsung-e-vitima-de-ciberataque-hackers-acessam-codigo-fonte-dos-aparelhos-galaxy.ghtml
801;TikTok anuncia suspensão de publicação de vídeos na Rússia;"Decisão da rede social acontece após Vladimir Putin sancionar uma lei que prevê penas de prisão de até 15 anos para quem publicar ""notícias falsas"" sobre os militares russos na última sexta-feira (4).";https://g1.globo.com/tecnologia/noticia/2022/03/07/tiktok-anuncia-suspensao-de-publicacao-de-videos-na-russia.ghtml
802;10 dicas para se proteger de golpes na hora de consultar e sacar o 'dinheiro esquecido' em bancos;"Banco Central alerta para tentativas de fraude relacionadas ao resgate do dinheiro; não é preciso fazer qualquer tipo de pagamento para liberar os valores e vale prestar atenção nos prazos, pois não há saque instantâneo.";https://g1.globo.com/tecnologia/noticia/2022/03/07/10-dicas-para-se-proteger-de-golpes-na-hora-de-consultar-e-sacar-o-dinheiro-esquecido-em-bancos.ghtml
803;Como ministro da Ucrânia trava nas redes 'guerra digital' contra Rússia;Mykhailo Fedorov, o mais jovem ministro do gabinete ucraniano, está liderando uma batalha cibernética contra Moscou usando várias redes sociais.;https://g1.globo.com/tecnologia/noticia/2022/03/07/como-ministro-da-ucrania-trava-nas-redes-guerra-digital-contra-russia.ghtml
804;Lâmpada inteligente vale a pena? g1 testa modelos conectados ;Comandar as luzes de casa com Alexa ou Google compensa, mas modelos requerem atenção para o local de instalação, que precisa ser uma luminária ou abajur.;https://g1.globo.com/especiais/guia-de-compras/noticia/2022/03/07/lampada-inteligente-vale-a-pena-g1-testa-modelos-conectados.ghtml
805;UFV e IFCE desenvolvem nova tecnologia para produção de hidromel e outras bebidas;A pesquisa resultou na criação de um fermento específico para o hidromel, uma bebida alcóolica ainda produzida no Brasil com leveduras vinícolas, cervejeiras ou de panificação, muitas vezes importadas. ;https://g1.globo.com/mg/zona-da-mata/noticia/2022/03/06/ufv-e-ifce-desenvolvem-nova-tecnologia-para-producao-de-hidromel-e-outras-bebidas.ghtml
806;Ataque cibernético deixa milhares sem internet na Europa;Especialistas em defesa e cibersegurança temem que a guerra entre a Rússia e a Ucrânia provoque uma proliferação de ciberataques.;https://g1.globo.com/tecnologia/noticia/2022/03/04/ataque-cibernetico-deixa-milhares-sem-internet-na-europa.ghtml
807;Melinda Gates tem relação 'produtiva' e 'amistosa' com Bill Gates, mas diz que não são amigos;Após o divórcio, a empresária mantém trabalho na fundação criada com o ex-marido e investe em projetos liderados por mulheres — ela evitou comentar as traições do fundador da Microsoft em entrevista à TV americana.;https://g1.globo.com/tecnologia/noticia/2022/03/04/melinda-gates-tem-relacao-produtiva-e-amistosa-com-bill-gates-mas-diz-que-nao-sao-amigos.ghtml
808;Rússia bloqueia acesso ao Facebook e ao Twitter;Segundo a agência de notícias Reuters, regulador de comunicações russo disse que medida foi tomada porque a Meta restringiu acesso de veículos de imprensa do país à rede social.;https://g1.globo.com/tecnologia/noticia/2022/03/04/facebook-e-bloqueado-na-russia-apos-agir-contra-midia-estatal-do-pais.ghtml
809;Microsoft suspende vendas de produtos e serviços na Rússia;Empresa já havia derrubado conteúdos e aplicativos de duas redes de notícias financiadas pelo governo russo.;https://g1.globo.com/tecnologia/noticia/2022/03/04/microsoft-suspende-vendas-de-produtos-e-servicos-na-russia.ghtml
810;Google suspende vendas de anúncios na Rússia;"Companhia afirma que sua política de eventos sensíveis proíbe o marketing de tirar proveito da guerra; decisão afeta publicidade em buscas, YouTube e sites parceiros.";https://g1.globo.com/tecnologia/noticia/2022/03/04/google-suspende-vendas-de-anuncios-na-russia.ghtml
811;Usuários reclamam de instabilidade no aplicativo do Nubank;"Clientes do banco relatam dificuldades para consulta de saldo e realização de transferências por PIX; só a área de cartão de crédito estaria funcionando normalmente.";https://g1.globo.com/tecnologia/noticia/2022/03/04/usuarios-reclamam-de-instabilidade-no-aplicativo-do-nubank.ghtml
812;Airbnb anuncia suspensão de operações na Rússia e Belarus;"Medida é mais uma sanção de empresas do ocidente após a invasão da Ucrânia pelos russos; na segunda (28), a empresa anunciou moradia temporária gratuita para 100 mil refugiados ucranianos.";https://g1.globo.com/tecnologia/noticia/2022/03/04/airbnb-anuncia-suspensao-de-operacoes-na-russia-e-belarus.ghtml
813;Elon Musk diz que antenas de internet da Starlink na Ucrânia podem ser alvos da Rússia;Empresário pediu que serviço seja usado com cautela no território e recomendou manter antenas o mais longe possível de pessoas.;https://g1.globo.com/tecnologia/noticia/2022/03/04/elon-musk-diz-que-antenas-de-internet-da-starlink-na-ucrania-podem-ser-alvos-da-russia.ghtml
814;Como ativar as legendas automáticas em vídeos no Instagram;Novo recurso da rede social permite assistir conteúdo sem que seja necessário ligar o som e torna vídeos mais acessíveis para comunidade surda e com deficiência auditiva.;https://g1.globo.com/tecnologia/noticia/2022/03/04/como-ativar-as-legendas-automaticas-em-videos-no-instagram.ghtml
815;Usuários registram problemas de acesso ao Facebook e mídia independente na Rússia ;Além da rede social, estações de rádio Deutsche Welle e Radio Free Europe/Radio Liberty, os portais de notícias de língua russa da BBC e Meduza também apresentam instabilidade.;https://g1.globo.com/tecnologia/noticia/2022/03/03/usuarios-registram-problemas-de-acesso-ao-facebook-e-midia-independente-na-russia.ghtml
816;Wikipédia diz que não recuará após pressão russa para apagar artigo sobre invasão à Ucrânia;Governo russo ameaçou bloquear Wikipédia no país sob alegação de que artigo sobre o conflito tem informações falsas.;https://g1.globo.com/tecnologia/noticia/2022/03/03/wikipedia-diz-que-nao-recuara-apos-pressao-russa-para-apagar-artigo-sobre-invasao-a-ucrania.ghtml
817;Amazon vai fechar livrarias e outras lojas físicas;Empresa vai manter as mercearias e se concentrará ainda em um conceito de loja de departamentos.;https://g1.globo.com/tecnologia/noticia/2022/03/03/amazon-vai-fechar-livrarias-e-outras-lojas-fisicas.ghtml
818;Garçons 5G, supercarregadores e cão-robô: os destaques da MWC;Fabricantes de eletrônicos e operadoras de telefonia apresentaram suas visões de futuro durante o evento que acontece anualmente em Barcelona.;https://g1.globo.com/tecnologia/noticia/2022/03/03/garcons-5g-supercarregadores-e-cao-robo-os-destaques-da-mwc.ghtml
819;NFT de bandeira da Ucrânia é leiloado por US$ 6,7 milhões em campanha para apoiar país contra invasão russa;Item digital foi adquirido por 3.271 pessoas, que compartilharão propriedade e poderão decidir juntas sobre futuras transações. Valor será doado para ação  para forças armadas ucranianas.;https://g1.globo.com/tecnologia/noticia/2022/03/03/nft-da-bandeira-da-ucrania-e-leiloado-por-us-67-milhoes-em-campanha-para-apoiar-pais-contra-invasao-russa.ghtml
820;"Instagram anuncia legendas automáticas em vídeos; saiba como ativar o recurso";Novidade facilita o consumo de vídeos na plataforma e aumenta acessibilidade para comunidade surda ou com deficiência auditiva.;https://g1.globo.com/tecnologia/noticia/2022/03/03/instagram-lanca-legendas-automaticas-em-videos-saiba-como-ativar-a-novidade.ghtml
821;Grupo de estados dos EUA anuncia investigação sobre o impacto do TikTok nas crianças;Autoridades americanas acusam a plataforma de prejudicar os mais jovens, incentivando o uso durante períodos cada vez mais longos das redes sociais.;https://g1.globo.com/tecnologia/noticia/2022/03/03/grupo-de-estados-dos-eua-anuncia-investigacao-sobre-o-impacto-do-tiktok-nas-criancas.ghtml
822;Spotify fecha escritório e PayPal deixa de aceitar novos usuários na Rússia após invasão à Ucrânia;Serviço de streaming removeu conteúdos de veículos estatais russos RT e Sputnik, mas continuará funcionando no país.;https://g1.globo.com/tecnologia/noticia/2022/03/02/spotify-fecha-escritorio-e-paypal-deixa-de-aceitar-novos-usuarios-na-russia-apos-invasao-a-ucrania.ghtml
823;Ucranianos mobilizam Vale do Silício na guerra contra Rússia;Funcionários pedem que as gigantes de tecnologia como Google e Amazon forneçam mais ajuda à Ucrânia.;https://g1.globo.com/tecnologia/noticia/2022/03/02/ucranianos-mobilizam-vale-do-silicio-na-guerra-contra-russia.ghtml
824;Criador de perfil que monitora jatinho de Elon Musk tem um novo alvo: bilionários russos;"O perfil automatizado Russian Oligarch Jets divulga onde estão as aeronaves particulares dos magnatas da Rússia no Twitter; Putin também tem jatos rastreados.";https://g1.globo.com/tecnologia/noticia/2022/03/02/criador-de-perfil-que-monitorava-jatinho-de-elon-musk-tem-um-novo-alvo-bilionarios-russos.ghtml
825;Para driblar controle da mídia na Rússia, usuários publicam mensagens sobre a Ucrânia em avaliações de restaurantes on-line;O órgão de regulação da mídia da Rússia acusou 10 veículos jornalísticos de descrever falsamente a invasão da Ucrânia, que o governo russo chama de operações militares especiais.;https://g1.globo.com/mundo/noticia/2022/03/02/para-driblar-controle-da-midia-na-russia-usuarios-publicam-mensagens-sobre-a-ucrania-em-avaliacoes-de-restaurantes-on-line.ghtml
826;Crianças entram em clubes de strip virtuais com app do Metaverso, revela investigação da BBC;Uma pesquisadora da BBC News se passou por uma menina de 13 anos e testemunhou assédio, situações de teor sexual, insultos racistas e uma ameaça de estupro no mundo da realidade virtual.;https://g1.globo.com/tecnologia/noticia/2022/03/02/criancas-entram-em-clubes-de-strip-virtuais-com-app-do-metaverso-revela-investigacao-da-bbc.ghtml
827;Facebook aumenta ação sobre discurso de ódio em 2021 e diz que conteúdos foram vistos menos vezes;Rede social tomou medidas sobre 96,4 milhões de conteúdos (postagens, fotos, vídeos ou comentários) com essa violação no ano passado, o que representa um crescimento de 19% sobre 2020. Entre as ações, estão a remoção de conteúdo e a sinalização de fotos e vídeos com avisos.;https://g1.globo.com/tecnologia/noticia/2022/03/01/facebook-aumenta-acao-sobre-discurso-de-odio-em-2021-e-diz-que-conteudos-foram-vistos-menos-vezes.ghtml
828;A guerra cibernética paralela entre Rússia e Ucrânia;;https://g1.globo.com/tecnologia/noticia/2022/03/01/a-guerra-cibernetica-paralela-entre-russia-e-ucrania.ghtml
829;Apple para de vender seus produtos na Rússia;A empresa traçou uma série de ações em resposta à invasão, incluindo a interrupção de todas as exportações em seus canais de vendas no país.;https://g1.globo.com/tecnologia/noticia/2022/03/01/apple-para-de-vender-seus-produtos-na-russia.ghtml
830;YouTube suspende por sete dias publicação de novos vídeos no canal da deputada Bia Kicis;Punição foi aplicada porque a deputada publicou um vídeo com desinformação sobre vacinação infantil. O vídeo foi excluído pela plataforma por violar regras do site sobre Covid-19.;https://g1.globo.com/politica/noticia/2022/03/01/youtube-suspende-por-sete-dias-publicacao-de-novos-videos-no-canal-da-deputada-bia-kicis.ghtml
831;Missão levará primeira tripulação privada à Estação Espacial Internacional;Três empresários e um ex-astronauta da Nasa decolarão à ISS em 30 de março com foguete da SpaceX. Missão é organizada pela Axiom Space e terá 10 dias de duração.;https://g1.globo.com/inovacao/noticia/2022/03/01/missao-levara-primeira-tripulacao-privada-a-estacao-espacial-internacional.ghtml
832;Uber acelera venda de participação na empresa russa Yandex;Reflexo da invasão da Ucrânia, a companhia americana retirou seus executivos do conselho da gigante de internet da Rússia e informa que vai vender sua participação no grupo.;https://g1.globo.com/tecnologia/noticia/2022/03/01/uber-quer-acelerar-venda-de-participacao-na-empresa-russa-yandex.ghtml
833;Ucrânia sofreu ciberataque horas antes da invasão russa, diz Microsoft;"Companhia americana detectou ofensiva contra a infraestrutura tecnológica ucraniana; na terça (28), a marca anunciou sanções aos veículos de mídia financiados pelo governo da Rússia.";https://g1.globo.com/tecnologia/noticia/2022/03/01/ucrania-sofreu-ciberataque-horas-antes-da-invasao-russa-diz-microsoft.ghtml
834;Japão confirma ataque hacker a fornecedor da Toyota;"O porta-voz do governo japonês, Hirokazu Matsuno, alertou que o risco de ciberataques cresceu devido ""à situação atual, incluindo a Ucrânia"".";https://g1.globo.com/tecnologia/noticia/2022/03/01/japao-confirma-ataque-hacker-a-fornecedor-da-toyota.ghtml
835;Google bloqueia canais do YouTube do Russia Today e do Sputinik em toda a Europa;No domingo (27), o Google já havia impedido a imprensa estatal russa de monetizar conteúdo em suas plataformas, em represália pela invasão da Ucrânia pela Rússia.;https://g1.globo.com/tecnologia/noticia/2022/03/01/google-bloqueia-canais-do-youtube-do-russia-today-e-do-sputinik.ghtml
836;TikTok aumenta limite de duração de vídeos para 10 minutos;Segundo sites de tecnologia 'The Verge' e 'TechCrunch', rede social confirmou que nova duração começou a ser liberada para usuários nesta segunda-feira (28). ;https://g1.globo.com/tecnologia/noticia/2022/02/28/tiktok-aumenta-limite-de-duracao-de-videos-para-10-minutos.ghtml
837;Meta derruba rede de contas falsas que divulgava informações contra a Ucrânia;Perfis usavam sites de fake news em campanha para prejudicar a imagem do país, invadido pela Rússia na última quinta-feira (25).;https://g1.globo.com/tecnologia/noticia/2022/02/28/meta-derruba-rede-de-contas-falsas-que-divulgava-informacoes-contra-a-ucrania.ghtml
838;Guerra cibernética: como as empresas de tecnologia se posicionam na guerra na Ucrânia e quais sanções sofreram;"Plataformas sinalizam informações falsas e desmonetizam canais da mídia estatal da Rússia; país acusa censura e bloqueia redes sociais como retaliação.";https://g1.globo.com/tecnologia/noticia/2022/02/28/guerra-cibernetica-como-as-empresas-de-tecnologia-se-posicionam-na-guerra-da-ucrania-e-quais-sancoes-sofreram.ghtml
839;Fundador do Telegram: desconfiem de informações distribuídas no app;Pavel Durov chegou a anunciar que considerava restringir canais do app por conta da divulgação de notícias falsas na ferramenta, mas voltou atrás após pedido de usuários.;https://g1.globo.com/tecnologia/noticia/2022/02/28/fundador-do-telegram-pede-que-usuarios-desconfiem-de-informacoes-distribuidas-por-meio-do-aplicativo.ghtml
840;Google desativa temporariamente dados de tráfego em tempo real do Maps na Ucrânia;Empresa disse que decisão foi tomada para a segurança dos ucranianos, após consultar autoridades regionais.;https://g1.globo.com/tecnologia/noticia/2022/02/28/google-desativa-temporariamente-dados-de-trafego-em-tempo-real-do-maps-na-ucrania.ghtml
841;Airbnb anuncia 100 mil alojamentos temporários para refugiados ucranianos;Acomodações serão financiadas pela empresa e por doadores do fundo Airbnb.;https://g1.globo.com/tecnologia/noticia/2022/02/28/airbnb-anuncia-100-mil-alojamentos-temporarios-para-refugiados-ucranianos.ghtml
842;Toyota vai interromper operações em fábricas japonesas por suspeita de ataque cibernético em fornecedor;Empresas serão fechadas na terça-feira (1), diz jornal japonês. Primeiro-ministro japonês disse que governo vai investigar se a Rússia está envolvida no incidente.;https://g1.globo.com/tecnologia/noticia/2022/02/28/toyota-vai-interromper-operacoes-em-fabricas-japonesas-por-ataque-cibernetico-em-fornecedor.ghtml
843;Google suspende monetização da imprensa estatal russa em suas plataformas;Na sexta-feira (25), o Facebook também proibiu a mídia estatal russa de monetizar publicações.;https://g1.globo.com/economia/tecnologia/noticia/2022/02/27/google-suspende-monetizacao-da-imprensa-estatal-russa-em-suas-plataformas.ghtml
844;Guerra na Ucrânia: Rússia bloqueia acesso a Twitter e ameaça Facebook;Especialistas acusam Moscou de 'limitar o livre fluxo de informações em tempos de crise'.;https://g1.globo.com/tecnologia/noticia/2022/02/27/guerra-na-ucrania-russia-bloqueia-acesso-a-twitter-e-ameaca-facebook.ghtml
845;Após ordem de Moraes, Telegram bloqueia perfis de Allan dos Santos ;Ministro do STF tinha determinado que aplicativo poderia ser retirado do ar por 48 horas e ter de pagar multa de R$ 100 mil, caso não atendesse à determinação judicial. ;https://g1.globo.com/politica/noticia/2022/02/26/apos-ordem-de-moraes-telegram-bloqueia-perfis-de-allan-dos-santos.ghtml
846;Telegram pode ser bloqueado por 48h no Brasil: entenda polêmicas envolvendo o aplicativo;Ministro do STF determinou suspensão caso o aplicativo não bloqueie três perfis que propagam fake news, segundo investigações. Com regras de segurança menos rígidas do que as WhatsApp, mensageiro coleciona controvérsias dentro e fora do Brasil.;https://g1.globo.com/tecnologia/noticia/2022/02/26/telegram-pode-ser-bloqueado-por-48h-no-brasil-entenda-polemicas-envolvendo-o-aplicativo.ghtml
847;Comprou na Americanas e quer trocar ou pedir assistência técnica? Confira os novos prazos;Empresa ampliou prazos para minimizar prejuízos aos clientes depois que seu site da loja ficou fora do ar. Medida também vale para Submarino, Shoptime e Sou Barato, outras marcas do grupo que também foram afetadas por incidente de segurança.;https://g1.globo.com/tecnologia/noticia/2022/02/26/comprou-na-americanas-e-quer-trocar-ou-pedir-assistencia-tecnica-confira-os-novos-prazos.ghtml
848;Empresa dona do Facebook proíbe mídia estatal russa de monetizar publicações;Decisão foi anunciada após a empresa já ter aplicado restrições a esta e outras redes sociais, depois de se negar a parar de checar informação sobre o ataque da Rússia na Ucrânia. ;https://g1.globo.com/tecnologia/noticia/2022/02/26/empresa-dona-do-facebook-proibe-midia-estatal-russa-de-monetizar-publicacoes.ghtml
849;"Moraes ameaça derrubar Telegram por 48h; WhatsApp foi bloqueado por decisão judicial em 2015 e 2016";Juízes ordenaram suspensões alegando que aplicativo não colaborou com informações para investigações. No caso do Telegram, medida pode ser tomada se app descumprir o bloqueio de 3 perfis suspeitos de espalhar discurso de ódio e informações falsas.;https://g1.globo.com/tecnologia/noticia/2022/02/25/moraes-ameaca-derrubar-telegram-por-48h-whatsapp-foi-bloqueado-por-decisao-judicial-em-2015-e-2016.ghtml
850;Dias após retomarem sites, Americanas e Submarino ainda têm produtos sem estoque;Americanas disse que lojas do grupo estão voltando de forma gradual, mas não informou se isso tem relação com indisponibilidade dos produtos.;https://g1.globo.com/tecnologia/noticia/2022/02/25/dias-apos-retomarem-sites-americanas-e-submarino-ainda-tem-produtos-sem-estoque.ghtml
851;Ministro manda tirar Telegram do ar durante 48 horas se aplicativo não cumprir ordem judicial;Alexandre de Moraes deu 24 horas após notificação para plataforma cumprir ordem de bloquear três perfis apontados como responsáveis por propagar discurso de ódio e informações falsas.;https://g1.globo.com/politica/noticia/2022/02/25/ministro-manda-tirar-telegram-do-ar-durante-48-horas-se-aplicativo-nao-cumprir-ordem-judicial.ghtml
852;Dona do Facebook diz ter sido sancionada na Rússia por se negar a parar de checar informação;Mais cedo nesta sexta-feira, o governo russo declarou que iria impor limites ao acesso à plataforma da Meta no país.;https://g1.globo.com/tecnologia/noticia/2022/02/25/dona-do-facebook-diz-ter-sido-sancionada-na-russia-por-se-negar-a-parar-de-checar-informacao.ghtml
853;Rússia ataca Ucrânia também no front cibernético;Sites do governo e bancos ucranianos foram atingidos por ataques cibernéticos em massa. A Rússia é acusada de usar software “malware” para minar as estruturas de defesa da Ucrânia, ao mesmo tempo que a mídia social é alimentada com fake news.;https://g1.globo.com/economia/tecnologia/video/russia-ataca-ucrania-tambem-no-front-cibernetico-10337379.ghtml
854;Rússia 'limita' acesso ao Facebook, acusado de censurar mídia russa ;"Rede social foi reconhecida como ""envolvida na violação dos direitos e liberdades humanas fundamentais"" pelo governo russo.";https://g1.globo.com/tecnologia/noticia/2022/02/25/russia-limita-acesso-ao-facebook-acusado-de-censurar-midia-russa.ghtml
855;Site do Shoptime volta a funcionar após quatro dias fora do ar;Lojas on-line da Americanas e Submarino, do mesmo grupo, foram restabelecidas na quarta-feira (23). Sou Barato segue fora do ar.;https://g1.globo.com/tecnologia/noticia/2022/02/25/site-do-shoptime-volta-a-funcionar-apos-quatro-dias-fora-do-ar.ghtml
856;Ucrânia é alvo de ataque hacker que apaga dados de computador;Empresas de segurança digital ESET e Symantec identificaram que centenas de computadores no país foram alvo de um data wiper, que limpa informações da máquina. Na quarta-feira (23), sites do governo ficaram fora do ar após serem atingidos por cibercriminosos.;https://g1.globo.com/mundo/ucrania-russia/noticia/2022/02/24/ucrania-e-alvo-de-ataque-hacker-que-apaga-dados-de-computador.ghtml
857;Ucrânia tem interrupções parciais de internet em duas cidades após invasão russa;Segundo a NetBlocks, que monitora funcionamento da internet, níveis de conectividade em Kharkiv e Mariupol caíram na madrugada desta quinta-feira (24). Tensão levou Uber a paralisar operações em cidades ucranianas.;https://g1.globo.com/mundo/ucrania-russia/noticia/2022/02/24/ucrania-tem-interrupcoes-parciais-de-internet-em-duas-cidades-apos-invasao-russa.ghtml
858;Americanas anuncia medidas para minimizar danos aos clientes após indisponibilidade dos sites;"Quatro sites do grupo - Americanas, Submarino, Shoptime e Sou Barato - ficaram fora do ar após registro de ""acesso não autorizado"".";https://g1.globo.com/tecnologia/noticia/2022/02/24/americanas-anuncia-medidas-para-minimizar-danos-aos-clientes-apos-indisponibilidade-dos-sites.ghtml
859;Facebook, Google, Twitter e Mercado Livre afirmam que projeto das fake news pode ameaçar internet livre ;Empresas criticam regras do projeto de lei sobre moderação de conteúdo, remuneração ao jornalismo e uso de dados para publicidade.;https://g1.globo.com/tecnologia/noticia/2022/02/24/facebook-google-twitter-e-mercado-livre-afirmam-que-projeto-das-fake-news-pode-ameacar-internet-livre.ghtml
860;'O Brasil faz parte da Otan?': as dúvidas dos brasileiros no Google sobre a crise entre Rússia e Ucrânia;Pesquisas no Brasil sobre a Organização do Tratado do Atlântico Norte cresceram 570% nas últimas 24 horas, segundo a empresa. Usuários fizeram buscas para entender como o país se relaciona com tensão no leste europeu.;https://g1.globo.com/mundo/ucrania-russia/noticia/2022/02/24/o-brasil-faz-parte-da-otan-as-duvidas-dos-brasileiros-no-google-sobre-a-crise-entre-russia-e-ucrania.ghtml
861;Após ter perfil invadido, Nvidia Brasil retoma conta no Instagram;"Invasores usaram a conta da marca para divulgar um sorteio falso de 1.500 placas de vídeo na terça (22); saiba como proteger sua conta no Instagram.";https://g1.globo.com/tecnologia/noticia/2022/02/24/apos-ter-perfil-invadido-nvidia-brasil-retoma-conta-no-instagram.ghtml
862;Golpes no Whatsapp: como se proteger e o que fazer se for vítima;Levantamento estima que, em apenas um mês, 453 mil pessoas tiveram sua conta clonada ou falsificada — uma média de 15 mil vítimas por dia.;https://g1.globo.com/tecnologia/noticia/2022/02/24/golpes-no-whatsapp-como-se-proteger-e-o-que-fazer-se-for-vitima.ghtml
